"created_date","conta","perfil","mes","lead_type","qt_leads_diario","qt_mql_diario","qt_sal_diario","qt_email_diario","ultimo_horario_conversao_dia","conversao_lead_para_mql_diario","conversao_mql_para_sal_diario","mtd_leads","mtd_mql","mtd_sal","meta_lead_mensal","meta_mql_mensal","meta_sal_mensal","meta_lead_diaria","meta_mql_diaria","meta_sal_diaria"
2018-12-07,Partners,A,12,MQL,16,2,0,16,2018-12-14 21:00:00.000,0.13,0.00,6119,888,281,438,18,7,14,0,0
2018-12-07,Partners,B,12,MQL,22,1,0,22,2018-12-14 21:00:00.000,0.05,0.00,6119,888,281,584,21,8,19,0,0
2018-12-07,Partners,C,12,MQL,18,2,1,18,2018-12-15 08:45:40.000,0.11,0.50,6119,888,281,729,28,10,24,0,0
2018-12-07,Partners,D,12,HR,4,1,1,4,2018-12-13 09:59:34.000,0.25,1.00,6119,888,281,1168,3,1,38,0,0
2018-12-07,Partners,D,12,MQL,51,3,0,51,2018-12-14 21:00:00.000,0.06,0.00,6119,888,281,1168,3,1,38,0,0
2018-12-07,Portugal,C,12,MQL,1,0,0,1,2018-12-07 18:16:20.000,0.00,0.00,6119,888,281,88,16,4,2,0,0
2018-12-07,Portugal,D,12,MQL,2,0,0,2,2018-12-14 21:00:00.000,0.00,0.00,6119,888,281,140,2,0,4,0,0
2018-12-08,Brasil,A,12,HR,2,2,1,2,2018-12-10 07:07:34.000,1.00,0.50,6295,914,286,1840,572,210,61,19,7
2018-12-08,Brasil,A,12,MQL,8,3,0,8,2018-12-14 08:22:58.000,0.38,0.00,6295,914,286,1840,572,210,61,19,7
2018-12-08,Brasil,B,12,HR,1,0,0,1,2018-12-10 06:22:09.000,0.00,0.00,6295,914,286,2453,686,252,81,22,8
2018-12-08,Brasil,B,12,MQL,14,6,0,14,2018-12-14 21:00:00.000,0.43,0.00,6295,914,286,2453,686,252,81,22,8
2018-12-08,Brasil,C,12,MQL,12,7,2,12,2018-12-14 21:00:00.000,0.58,0.29,6295,914,286,3067,916,337,102,30,11
2018-12-08,Brasil,D,12,HR,2,0,0,2,2018-12-11 11:16:39.000,0.00,0.00,6295,914,286,4906,115,42,163,3,1
2018-12-08,Brasil,D,12,MQL,75,0,0,75,2018-12-15 15:38:44.000,0.00,0.00,6295,914,286,4906,115,42,163,3,1
2018-12-08,Latam,A,12,MQL,5,2,0,5,2018-12-14 21:00:00.000,0.40,0.00,6295,914,286,811,141,72,27,4,2
2018-12-08,Latam,B,12,HR,1,0,0,1,2018-12-09 19:22:10.000,0.00,0.00,6295,914,286,1082,169,87,36,5,2
2018-12-08,Latam,B,12,MQL,3,1,0,3,2018-12-14 21:00:00.000,0.33,0.00,6295,914,286,1082,169,87,36,5,2
2018-12-08,Latam,C,12,HR,1,1,0,1,2018-12-08 17:20:26.000,1.00,0.00,6295,914,286,1352,225,116,45,7,3
2018-12-08,Latam,C,12,MQL,3,2,1,3,2018-12-08 18:53:56.000,0.67,0.50,6295,914,286,1352,225,116,45,7,3
2018-12-08,Latam,D,12,HR,6,2,1,6,2018-12-14 21:00:00.000,0.33,0.50,6295,914,286,2164,28,15,72,0,0
2018-12-08,Latam,D,12,MQL,26,0,0,26,2018-12-14 21:00:00.000,0.00,0.00,6295,914,286,2164,28,15,72,0,0
2018-12-08,Partners,A,12,MQL,1,0,0,1,2018-12-08 11:58:40.000,0.00,0.00,6295,914,286,438,18,7,14,0,0
2018-12-08,Partners,B,12,MQL,3,0,0,3,2018-12-08 14:21:54.000,0.00,0.00,6295,914,286,584,21,8,19,0,0
2018-12-08,Partners,C,12,MQL,2,0,0,2,2018-12-08 21:47:15.000,0.00,0.00,6295,914,286,729,28,10,24,0,0
2018-12-08,Partners,D,12,MQL,10,0,0,10,2018-12-14 21:00:00.000,0.00,0.00,6295,914,286,1168,3,1,38,0,0
2018-12-08,Portugal,D,12,MQL,1,0,0,1,2018-12-08 17:36:09.000,0.00,0.00,6295,914,286,140,2,0,4,0,0
2018-12-09,Brasil,A,12,MQL,5,2,1,5,2018-12-14 21:00:00.000,0.40,0.50,6419,935,292,1840,572,210,61,19,7
2018-12-09,Brasil,B,12,MQL,11,6,3,11,2018-12-15 15:24:04.000,0.55,0.50,6419,935,292,2453,686,252,81,22,8
2018-12-09,Brasil,C,12,MQL,15,10,0,15,2018-12-14 21:00:00.000,0.67,0.00,6419,935,292,3067,916,337,102,30,11
2018-12-09,Brasil,D,12,MQL,54,0,0,54,2018-12-14 21:00:00.000,0.00,0.00,6419,935,292,4906,115,42,163,3,1
2018-12-09,Latam,A,12,MQL,1,0,0,1,2018-12-09 13:50:57.000,0.00,0.00,6419,935,292,811,141,72,27,4,2
2018-12-09,Latam,B,12,MQL,3,1,0,3,2018-12-14 21:00:00.000,0.33,0.00,6419,935,292,1082,169,87,36,5,2
2018-12-09,Latam,C,12,MQL,1,1,1,1,2018-12-10 13:00:35.000,1.00,1.00,6419,935,292,1352,225,116,45,7,3
2018-12-09,Latam,D,12,HR,2,0,0,2,2018-12-11 11:21:18.000,0.00,0.00,6419,935,292,2164,28,15,72,0,0
2018-12-09,Latam,D,12,MQL,15,0,0,15,2018-12-14 21:00:00.000,0.00,0.00,6419,935,292,2164,28,15,72,0,0
2018-12-09,Partners,A,12,MQL,1,0,0,1,2018-12-09 15:10:05.000,0.00,0.00,6419,935,292,438,18,7,14,0,0
2018-12-09,Partners,B,12,MQL,6,1,1,6,2018-12-14 21:00:00.000,0.17,1.00,6419,935,292,584,21,8,19,0,0
2018-12-09,Partners,C,12,MQL,1,0,0,1,2018-12-09 14:02:07.000,0.00,0.00,6419,935,292,729,28,10,24,0,0
2018-12-09,Partners,D,12,MQL,9,0,0,9,2018-12-14 21:00:00.000,0.00,0.00,6419,935,292,1168,3,1,38,0,0
2018-12-10,Brasil,A,12,HR,1,0,0,1,2018-12-10 07:09:25.000,0.00,0.00,6952,1019,320,1840,572,210,61,19,7
2018-12-10,Brasil,A,12,MQL,46,17,4,46,2018-12-15 11:33:09.000,0.37,0.24,6952,1019,320,1840,572,210,61,19,7
2018-12-10,Brasil,B,12,HR,1,0,0,1,2018-12-11 06:17:02.000,0.00,0.00,6952,1019,320,2453,686,252,81,22,8
2018-12-10,Brasil,B,12,MQL,60,24,6,60,2018-12-14 21:00:00.000,0.40,0.25,6952,1019,320,2453,686,252,81,22,8
2018-12-10,Brasil,C,12,HR,2,1,0,2,2018-12-10 08:06:17.000,0.50,0.00,6952,1019,320,3067,916,337,102,30,11
2018-12-10,Brasil,C,12,MQL,45,25,9,45,2018-12-14 21:00:00.000,0.56,0.36,6952,1019,320,3067,916,337,102,30,11
2018-12-10,Brasil,D,12,HR,1,0,0,1,2018-12-12 06:13:14.000,0.00,0.00,6952,1019,320,4906,115,42,163,3,1
2018-12-10,Brasil,D,12,MQL,158,0,0,158,2018-12-14 21:00:00.000,0.00,0.00,6952,1019,320,4906,115,42,163,3,1
2018-12-10,Latam,A,12,MQL,10,3,1,10,2018-12-13 16:22:24.000,0.30,0.33,6952,1019,320,811,141,72,27,4,2
2018-12-10,Latam,B,12,HR,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,6952,1019,320,1082,169,87,36,5,2
2018-12-10,Latam,B,12,MQL,29,5,3,29,2018-12-14 21:00:00.000,0.17,0.60,6952,1019,320,1082,169,87,36,5,2
2018-12-10,Latam,C,12,HR,1,1,1,1,2018-12-10 14:42:26.000,1.00,1.00,6952,1019,320,1352,225,116,45,7,3
2018-12-10,Latam,C,12,MQL,16,3,3,16,2018-12-14 21:00:00.000,0.19,1.00,6952,1019,320,1352,225,116,45,7,3
2018-12-10,Latam,D,12,HR,5,2,1,5,2018-12-14 21:55:37.000,0.40,0.50,6952,1019,320,2164,28,15,72,0,0
2018-12-10,Latam,D,12,MQL,87,2,0,87,2018-12-14 21:00:00.000,0.02,0.00,6952,1019,320,2164,28,15,72,0,0
2018-12-10,Partners,A,12,MQL,11,0,0,11,2018-12-14 21:00:00.000,0.00,0.00,6952,1019,320,438,18,7,14,0,0
2018-12-10,Partners,B,12,MQL,14,0,0,14,2018-12-14 21:00:00.000,0.00,0.00,6952,1019,320,584,21,8,19,0,0
2018-12-10,Partners,C,12,MQL,8,0,0,8,2018-12-14 21:00:00.000,0.00,0.00,6952,1019,320,729,28,10,24,0,0
2018-12-10,Partners,D,12,MQL,36,1,0,36,2018-12-14 21:00:00.000,0.03,0.00,6952,1019,320,1168,3,1,38,0,0
2018-12-10,Portugal,D,12,MQL,1,0,0,1,2018-12-10 17:23:35.000,0.00,0.00,6952,1019,320,140,2,0,4,0,0
2018-12-11,Brasil,A,12,MQL,78,40,7,78,2018-12-14 21:00:00.000,0.51,0.18,7867,1178,370,1840,572,210,61,19,7
2018-12-11,Brasil,B,12,HR,2,1,0,2,2018-12-11 08:41:47.000,0.50,0.00,7867,1178,370,2453,686,252,81,22,8
2018-12-11,Brasil,B,12,MQL,103,41,5,103,2018-12-14 21:00:00.000,0.40,0.12,7867,1178,370,2453,686,252,81,22,8
2018-12-11,Brasil,C,12,MQL,56,30,16,56,2018-12-14 21:00:00.000,0.54,0.53,7867,1178,370,3067,916,337,102,30,11
2018-12-11,Brasil,D,12,HR,2,0,0,2,2018-12-13 07:46:50.000,0.00,0.00,7867,1178,370,4906,115,42,163,3,1
2018-12-11,Brasil,D,12,MQL,259,1,0,259,2018-12-14 21:00:00.000,0.00,0.00,7867,1178,370,4906,115,42,163,3,1
2018-12-11,Latam,A,12,HR,2,2,1,2,2018-12-14 21:00:00.000,1.00,0.50,7867,1178,370,811,141,72,27,4,2
2018-12-11,Latam,A,12,MQL,43,8,4,43,2018-12-14 21:00:00.000,0.19,0.50,7867,1178,370,811,141,72,27,4,2
2018-12-11,Latam,B,12,HR,4,2,2,4,2018-12-11 11:22:33.000,0.50,1.00,7867,1178,370,1082,169,87,36,5,2
2018-12-11,Latam,B,12,MQL,59,14,8,59,2018-12-15 16:12:02.000,0.24,0.57,7867,1178,370,1082,169,87,36,5,2
2018-12-11,Latam,C,12,HR,3,1,0,3,2018-12-11 15:13:09.000,0.33,0.00,7867,1178,370,1352,225,116,45,7,3
2018-12-11,Latam,C,12,MQL,29,10,5,29,2018-12-14 21:00:00.000,0.34,0.50,7867,1178,370,1352,225,116,45,7,3
2018-12-11,Latam,D,12,HR,19,5,0,19,2018-12-14 21:00:00.000,0.26,0.00,7867,1178,370,2164,28,15,72,0,0
2018-12-11,Latam,D,12,MQL,196,3,2,196,2018-12-14 21:00:00.000,0.02,0.67,7867,1178,370,2164,28,15,72,0,0
2018-12-11,Partners,A,12,HR,1,0,0,1,2018-12-14 10:20:53.000,0.00,0.00,7867,1178,370,438,18,7,14,0,0
2018-12-11,Partners,A,12,MQL,8,1,0,8,2018-12-14 21:00:00.000,0.13,0.00,7867,1178,370,438,18,7,14,0,0
2018-12-11,Partners,B,12,HR,1,0,0,1,2018-12-12 08:08:39.000,0.00,0.00,7867,1178,370,584,21,8,19,0,0
2018-12-11,Partners,B,12,MQL,12,0,0,12,2018-12-14 21:00:00.000,0.00,0.00,7867,1178,370,584,21,8,19,0,0
2018-12-11,Partners,C,12,HR,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,7867,1178,370,729,28,10,24,0,0
2018-12-11,Partners,C,12,MQL,7,0,0,7,2018-12-14 21:00:00.000,0.00,0.00,7867,1178,370,729,28,10,24,0,0
2018-12-11,Partners,D,12,MQL,29,0,0,29,2018-12-14 21:00:00.000,0.00,0.00,7867,1178,370,1168,3,1,38,0,0
2018-12-11,Portugal,D,12,MQL,1,0,0,1,2018-12-13 11:56:26.000,0.00,0.00,7867,1178,370,140,2,0,4,0,0
2018-12-12,Brasil,A,12,MQL,32,20,2,32,2018-12-14 21:00:00.000,0.63,0.10,8273,1249,390,1840,572,210,61,19,7
2018-12-12,Brasil,B,12,HR,1,1,1,1,2018-12-12 19:28:49.000,1.00,1.00,8273,1249,390,2453,686,252,81,22,8
2018-12-12,Brasil,B,12,MQL,43,22,4,43,2018-12-14 21:00:00.000,0.51,0.18,8273,1249,390,2453,686,252,81,22,8
2018-12-12,Brasil,C,12,MQL,24,7,4,24,2018-12-14 21:00:00.000,0.29,0.57,8273,1249,390,3067,916,337,102,30,11
2018-12-12,Brasil,D,12,MQL,104,1,0,104,2018-12-14 21:00:00.000,0.01,0.00,8273,1249,390,4906,115,42,163,3,1
2018-12-12,Latam,A,12,HR,1,0,0,1,2018-12-13 17:49:35.000,0.00,0.00,8273,1249,390,811,141,72,27,4,2
2018-12-12,Latam,A,12,MQL,11,2,1,11,2018-12-14 21:00:00.000,0.18,0.50,8273,1249,390,811,141,72,27,4,2
2018-12-12,Latam,B,12,MQL,15,3,1,15,2018-12-15 11:56:58.000,0.20,0.33,8273,1249,390,1082,169,87,36,5,2
2018-12-12,Latam,C,12,HR,2,1,0,2,2018-12-14 12:49:48.000,0.50,0.00,8273,1249,390,1352,225,116,45,7,3
2018-12-12,Latam,C,12,Indicao,1,1,1,1,2018-12-14 21:00:00.000,1.00,1.00,8273,1249,390,1352,225,116,45,7,3
2018-12-12,Latam,C,12,MQL,20,6,5,20,2018-12-14 21:00:00.000,0.30,0.83,8273,1249,390,1352,225,116,45,7,3
2018-12-12,Latam,D,12,HR,11,3,0,11,2018-12-15 16:27:39.000,0.27,0.00,8273,1249,390,2164,28,15,72,0,0
2018-12-12,Latam,D,12,MQL,94,3,1,94,2018-12-14 21:00:00.000,0.03,0.33,8273,1249,390,2164,28,15,72,0,0
2018-12-12,Partners,A,12,MQL,2,0,0,2,2018-12-12 13:58:40.000,0.00,0.00,8273,1249,390,438,18,7,14,0,0
2018-12-12,Partners,B,12,MQL,8,0,0,8,2018-12-14 21:00:00.000,0.00,0.00,8273,1249,390,584,21,8,19,0,0
2018-12-12,Partners,C,12,MQL,6,0,0,6,2018-12-14 21:00:00.000,0.00,0.00,8273,1249,390,729,28,10,24,0,0
2018-12-12,Partners,D,12,MQL,23,1,0,23,2018-12-14 21:00:00.000,0.04,0.00,8273,1249,390,1168,3,1,38,0,0
2018-12-12,Portugal,B,12,MQL,4,0,0,4,2018-12-14 21:00:00.000,0.00,0.00,8273,1249,390,70,11,3,2,0,0
2018-12-12,Portugal,C,12,MQL,1,0,0,1,2018-12-12 16:33:10.000,0.00,0.00,8273,1249,390,88,16,4,2,0,0
2018-12-12,Portugal,D,12,MQL,3,0,0,3,2018-12-12 20:46:42.000,0.00,0.00,8273,1249,390,140,2,0,4,0,0
2018-12-13,Brasil,A,12,MQL,59,27,6,59,2018-12-14 21:00:00.000,0.46,0.22,9153,1395,431,1840,572,210,61,19,7
2018-12-13,Brasil,B,12,MQL,125,63,22,125,2018-12-14 21:00:00.000,0.50,0.35,9153,1395,431,2453,686,252,81,22,8
2018-12-13,Brasil,C,12,MQL,77,34,6,77,2018-12-14 21:00:00.000,0.44,0.18,9153,1395,431,3067,916,337,102,30,11
2018-12-13,Brasil,D,12,HR,2,0,0,2,2018-12-13 21:05:15.000,0.00,0.00,9153,1395,431,4906,115,42,163,3,1
2018-12-13,Brasil,D,12,MQL,317,1,0,317,2018-12-15 17:14:09.000,0.00,0.00,9153,1395,431,4906,115,42,163,3,1
2018-12-13,Latam,A,12,HR,1,1,0,1,2018-12-13 11:12:54.000,1.00,0.00,9153,1395,431,811,141,72,27,4,2
2018-12-13,Latam,A,12,MQL,22,5,0,22,2018-12-14 21:00:00.000,0.23,0.00,9153,1395,431,811,141,72,27,4,2
2018-12-13,Latam,B,12,MQL,25,6,4,25,2018-12-14 21:00:00.000,0.24,0.67,9153,1395,431,1082,169,87,36,5,2
2018-12-13,Latam,C,12,HR,3,2,1,3,2018-12-14 21:00:00.000,0.67,0.50,9153,1395,431,1352,225,116,45,7,3
2018-12-13,Latam,C,12,MQL,21,2,1,21,2018-12-14 21:00:00.000,0.10,0.50,9153,1395,431,1352,225,116,45,7,3
2018-12-13,Latam,D,12,HR,8,3,0,8,2018-12-13 19:45:17.000,0.38,0.00,9153,1395,431,2164,28,15,72,0,0
2018-12-13,Latam,D,12,MQL,133,1,0,133,2018-12-14 21:00:00.000,0.01,0.00,9153,1395,431,2164,28,15,72,0,0
2018-12-13,Partners,A,12,MQL,10,0,0,10,2018-12-14 21:00:00.000,0.00,0.00,9153,1395,431,438,18,7,14,0,0
2018-12-13,Partners,B,12,HR,1,0,0,1,2018-12-13 14:40:53.000,0.00,0.00,9153,1395,431,584,21,8,19,0,0
2018-12-13,Partners,B,12,MQL,18,0,0,18,2018-12-15 06:33:48.000,0.00,0.00,9153,1395,431,584,21,8,19,0,0
2018-12-13,Partners,C,12,MQL,11,0,0,11,2018-12-14 21:00:00.000,0.00,0.00,9153,1395,431,729,28,10,24,0,0
2018-12-13,Partners,D,12,HR,1,0,0,1,2018-12-13 06:46:22.000,0.00,0.00,9153,1395,431,1168,3,1,38,0,0
2018-12-13,Partners,D,12,MQL,34,0,0,34,2018-12-15 08:29:20.000,0.00,0.00,9153,1395,431,1168,3,1,38,0,0
2018-12-13,Portugal,A,12,MQL,2,1,1,2,2018-12-14 21:00:00.000,0.50,1.00,9153,1395,431,53,9,2,1,0,0
2018-12-13,Portugal,B,12,MQL,3,0,0,3,2018-12-14 21:00:00.000,0.00,0.00,9153,1395,431,70,11,3,2,0,0
2018-12-13,Portugal,C,12,MQL,3,0,0,3,2018-12-14 21:00:00.000,0.00,0.00,9153,1395,431,88,16,4,2,0,0
2018-12-13,Portugal,D,12,MQL,4,0,0,4,2018-12-13 11:40:08.000,0.00,0.00,9153,1395,431,140,2,0,4,0,0
2018-12-14,Brasil,A,12,MQL,15,10,1,15,2018-12-14 22:18:40.000,0.67,0.10,9423,1461,449,1840,572,210,61,19,7
2018-12-14,Brasil,B,12,MQL,32,21,6,32,2018-12-15 11:26:48.000,0.66,0.29,9423,1461,449,2453,686,252,81,22,8
2018-12-14,Brasil,C,12,HR,1,1,1,1,2018-12-14 08:36:13.000,1.00,1.00,9423,1461,449,3067,916,337,102,30,11
2018-12-14,Brasil,C,12,MQL,24,18,5,24,2018-12-15 03:48:03.000,0.75,0.28,9423,1461,449,3067,916,337,102,30,11
2018-12-14,Brasil,D,12,MQL,108,4,1,108,2018-12-15 18:43:52.000,0.04,0.25,9423,1461,449,4906,115,42,163,3,1
2018-12-14,Latam,A,12,HR,1,1,0,1,2018-12-14 11:19:52.000,1.00,0.00,9423,1461,449,811,141,72,27,4,2
2018-12-14,Latam,A,12,MQL,4,2,0,4,2018-12-14 23:46:49.000,0.50,0.00,9423,1461,449,811,141,72,27,4,2
2018-12-14,Latam,B,12,MQL,6,1,0,6,2018-12-14 12:21:40.000,0.17,0.00,9423,1461,449,1082,169,87,36,5,2
2018-12-14,Latam,C,12,MQL,4,3,2,4,2018-12-14 21:00:00.000,0.75,0.67,9423,1461,449,1352,225,116,45,7,3
2018-12-14,Latam,D,12,HR,2,1,0,2,2018-12-14 10:00:26.000,0.50,0.00,9423,1461,449,2164,28,15,72,0,0
2018-12-14,Latam,D,12,MQL,42,0,0,42,2018-12-14 22:37:31.000,0.00,0.00,9423,1461,449,2164,28,15,72,0,0
2018-12-14,Partners,A,12,MQL,3,0,0,3,2018-12-14 21:00:00.000,0.00,0.00,9423,1461,449,438,18,7,14,0,0
2018-12-14,Partners,B,12,MQL,7,1,0,7,2018-12-14 21:00:00.000,0.14,0.00,9423,1461,449,584,21,8,19,0,0
2018-12-14,Partners,C,12,MQL,9,1,0,9,2018-12-14 15:56:39.000,0.11,0.00,9423,1461,449,729,28,10,24,0,0
2018-12-14,Partners,D,12,HR,1,1,1,1,2018-12-14 08:21:38.000,1.00,1.00,9423,1461,449,1168,3,1,38,0,0
2018-12-14,Partners,D,12,MQL,10,1,1,10,2018-12-14 21:00:00.000,0.10,1.00,9423,1461,449,1168,3,1,38,0,0
2018-12-14,Portugal,B,12,MQL,1,0,0,1,2018-12-14 03:57:00.000,0.00,0.00,9423,1461,449,70,11,3,2,0,0
2018-12-15,Brasil,A,12,MQL,3,1,0,3,2018-12-15 16:21:03.000,0.33,0.00,9511,1475,452,1840,572,210,61,19,7
2018-12-15,Brasil,B,12,MQL,8,4,1,8,2018-12-15 18:55:42.000,0.50,0.25,9511,1475,452,2453,686,252,81,22,8
2018-12-15,Brasil,C,12,MQL,8,5,1,8,2018-12-15 14:58:19.000,0.63,0.20,9511,1475,452,3067,916,337,102,30,11
2018-12-15,Brasil,D,12,MQL,34,0,0,34,2018-12-15 20:32:18.000,0.00,0.00,9511,1475,452,4906,115,42,163,3,1
2018-12-15,Latam,A,12,MQL,2,1,0,2,2018-12-15 08:56:58.000,0.50,0.00,9511,1475,452,811,141,72,27,4,2
2018-12-15,Latam,B,12,HR,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,9511,1475,452,1082,169,87,36,5,2
2018-12-15,Latam,B,12,MQL,2,1,0,2,2018-12-15 20:24:24.000,0.50,0.00,9511,1475,452,1082,169,87,36,5,2
2018-12-15,Latam,C,12,HR,1,1,1,1,2018-12-14 21:00:00.000,1.00,1.00,9511,1475,452,1352,225,116,45,7,3
2018-12-15,Latam,C,12,MQL,5,1,0,5,2018-12-15 19:47:16.000,0.20,0.00,9511,1475,452,1352,225,116,45,7,3
2018-12-15,Latam,D,12,HR,1,0,0,1,2018-12-15 18:24:51.000,0.00,0.00,9511,1475,452,2164,28,15,72,0,0
2018-12-15,Latam,D,12,MQL,15,0,0,15,2018-12-15 20:11:39.000,0.00,0.00,9511,1475,452,2164,28,15,72,0,0
2018-12-15,Partners,A,12,MQL,3,0,0,3,2018-12-15 19:43:15.000,0.00,0.00,9511,1475,452,438,18,7,14,0,0
2018-12-15,Partners,B,12,MQL,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,9511,1475,452,584,21,8,19,0,0
2018-12-15,Partners,D,12,MQL,2,0,0,2,2018-12-15 12:32:34.000,0.00,0.00,9511,1475,452,1168,3,1,38,0,0
2018-12-15,Portugal,A,12,MQL,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,9511,1475,452,53,9,2,1,0,0
2018-12-15,Portugal,D,12,MQL,1,0,0,1,2018-12-15 14:00:26.000,0.00,0.00,9511,1475,452,140,2,0,4,0,0
